transaction_id,amount,payment_method,failure_reason,retry_count,transaction_hour,previous_success_rate,customer_lifetime_value,recovered
133,1030.39,Card,Insufficient Funds,1,10,0.04611498900726496,9465.23,0
134,4786.68,UPI,Technical Error,1,20,0.20309492631199333,27411.86,0
135,1188.65,Card,Network Error,1,1,0.9446637509339445,9788.96,1
136,14043.77,UPI,Network Error,0,19,0.9535075245907666,11265.75,1
137,1362.05,NetBanking,Expired Card,4,10,0.4826551918134535,21591.85,0
138,2160.16,NetBanking,Network Error,0,13,0.16907173891377858,1515.36,0
139,6724.53,UPI,Network Error,1,23,0.4216200610349533,16696.41,0
140,870.56,UPI,Bank Declined,3,12,0.8770708332918993,30221.22,0
141,3742.32,UPI,Bank Declined,3,7,0.0702740544360414,16607.15,0
142,11016.43,Card,Technical Error,4,11,0.12786857716351363,11103.36,1
143,597.36,UPI,Bank Declined,3,20,0.8956528458560608,18085.0,0
144,3585.43,Card,Insufficient Funds,1,21,0.41538340069274504,947.53,0
145,3865.64,UPI,Insufficient Funds,4,8,0.08345860514237624,7117.91,0
146,6514.74,UPI,Bank Declined,4,9,0.13920907717398157,2212.08,0
147,865.28,UPI,Bank Declined,1,10,0.8824481779607937,11887.83,1
148,795.96,UPI,Network Error,1,10,0.4901033716245117,2968.82,1
149,5023.8,Card,Bank Declined,1,15,0.16299430786124447,18955.65,1
150,4011.76,Wallet,Insufficient Funds,1,17,0.8940597549281154,5345.28,0
151,3829.51,UPI,Network Error,4,20,0.8452788891787573,2237.08,0
152,4215.18,Card,Expired Card,3,8,0.023023350788303976,3151.2,0
153,1510.17,UPI,Insufficient Funds,1,2,0.5809901077494719,2179.39,0
154,3760.3,Card,Network Error,2,21,0.24433665038070773,7821.98,0
155,3996.09,UPI,Network Error,4,3,0.5331358119805644,15011.44,1
156,1459.21,Card,Technical Error,0,19,0.27926833220533065,4251.47,0
157,19259.78,NetBanking,Insufficient Funds,3,18,0.31587628089197106,1883.89,0
158,4787.83,UPI,Expired Card,4,9,0.6018525324325804,7992.15,1
159,905.69,Card,Network Error,1,12,0.5388591777677273,7818.86,1
160,5747.69,UPI,Technical Error,2,0,0.3951923977808073,4919.72,0
161,1124.75,UPI,Insufficient Funds,0,11,0.10756797182901556,3696.45,0
162,6549.11,UPI,Technical Error,3,10,0.9694238985796158,29135.44,1
163,9495.71,UPI,Technical Error,1,23,0.17460555047005122,4480.62,1
164,1312.01,UPI,Bank Declined,4,4,0.6331172449563899,1917.74,1
165,7811.69,UPI,Bank Declined,4,1,0.0827447627040645,7418.63,0
166,4504.27,UPI,Network Error,3,16,0.6883128325456186,13729.78,0
167,6782.22,UPI,Insufficient Funds,2,16,0.09483978338390275,12845.54,0
168,19866.56,Card,Technical Error,1,19,0.22950834150598176,1636.95,1
169,2332.3,NetBanking,Insufficient Funds,3,14,0.6469851993780379,27388.0,0
170,1402.85,UPI,Insufficient Funds,3,3,0.28293519194435346,10000.58,0
171,1224.74,UPI,Network Error,4,21,0.5328508151479234,14340.35,1
172,1318.42,UPI,Insufficient Funds,3,10,0.12450539333740929,114870.6,0
173,2759.76,NetBanking,Expired Card,0,22,0.20240053926620294,17307.38,0
174,4192.92,Card,Technical Error,0,0,0.7337759082546165,14357.9,1
175,3931.16,UPI,Network Error,1,9,0.03513886028223279,6464.47,0
176,6817.06,UPI,Technical Error,3,17,0.11180020985705164,8060.75,1
177,3019.97,UPI,Technical Error,4,14,0.21495601861063962,2430.43,1
178,12753.16,UPI,Bank Declined,1,18,0.020190559104281025,8818.25,0
179,2287.79,NetBanking,Technical Error,2,3,0.0953786985061853,41195.61,0
180,45259.56,NetBanking,Insufficient Funds,4,5,0.28139147763622985,12411.67,0
181,5572.88,UPI,Bank Declined,2,1,0.09291745158314235,75363.94,0
182,1265.02,Card,Network Error,1,12,0.8661194300298664,13763.1,1
183,1021.58,UPI,Technical Error,0,1,0.06607379051115492,10722.35,0
184,4829.38,UPI,Insufficient Funds,4,12,0.8609836991782395,7058.39,1
185,2384.01,NetBanking,Bank Declined,4,14,0.8228600860602662,58178.76,0
186,6087.55,Card,Network Error,1,17,0.10076159456338718,5092.05,0
187,4784.98,UPI,Bank Declined,4,10,0.025191314271911458,3916.54,0
188,2771.58,UPI,Technical Error,4,4,0.04999201489531391,3355.27,0
189,1278.2,NetBanking,Network Error,1,13,0.590378064573757,77802.28,0
190,655.34,Card,Insufficient Funds,3,21,0.6703536244885746,9390.17,1
191,1907.38,UPI,Insufficient Funds,1,15,0.6206533912462312,8814.17,0
192,7019.16,UPI,Network Error,4,13,0.541476851991898,13635.79,1
193,3692.63,UPI,Bank Declined,1,8,0.17468409062948909,6300.98,0
194,857.71,Wallet,Insufficient Funds,4,5,0.8409538946352715,3775.66,1
195,3544.6,Card,Bank Declined,2,8,0.32755493636024857,3598.32,0
196,4382.25,UPI,Bank Declined,2,4,0.9861781961128854,3478.64,1
197,1231.69,Card,Insufficient Funds,0,10,0.3848577978941905,1094.44,1
198,3476.3,Card,Network Error,1,11,0.2630048439743654,8594.1,0
199,3159.63,UPI,Technical Error,1,16,0.8942508137817375,1704.9,1
200,950.54,UPI,Network Error,2,5,0.5674141631910332,14035.73,0
201,4263.25,Card,Technical Error,2,19,0.7218504401747398,18699.23,1
202,5222.78,Card,Insufficient Funds,2,5,0.4083987833272448,4435.51,0
203,8804.79,Card,Bank Declined,0,14,0.8869155059435901,11345.95,1
204,8550.99,NetBanking,Network Error,0,16,0.9177252129843273,16758.42,1
205,751.69,UPI,Network Error,3,21,0.4367689311169147,36485.02,0
206,1166.98,UPI,Network Error,1,2,0.24072383536876052,5486.97,1
207,4989.22,Wallet,Technical Error,0,18,0.647671384433488,1973.31,1
208,4982.99,UPI,Network Error,4,22,0.9545843338205157,3275.89,1
209,4989.28,Card,Insufficient Funds,1,1,0.6224464595729413,1538.22,0
210,140467.51,Card,Network Error,3,8,0.9542224384077365,13050.49,0
211,5275.83,Card,Technical Error,2,8,0.34380796497261457,323.35,0
212,9279.53,UPI,Expired Card,3,6,0.915079070799875,2973.54,0
213,7738.8,Card,Network Error,1,15,0.11256683241659404,8200.69,0
214,5718.1,NetBanking,Network Error,2,5,0.3588344189376822,2757.23,1
215,2174.88,Card,Network Error,3,8,0.4944712344905442,3427.97,1
216,6367.54,UPI,Technical Error,3,12,0.6531103382522919,18566.88,0
217,1376.33,UPI,Expired Card,1,1,0.29413924494872645,2644.25,0
218,2352.38,UPI,Technical Error,0,13,0.9242393004337287,5129.27,1
219,1834.7,UPI,Network Error,4,4,0.9034962091941598,20511.8,0
220,3235.29,UPI,Insufficient Funds,3,10,0.7993366129655624,5582.76,0
221,30171.67,Wallet,Technical Error,4,14,0.11436252499173216,89667.38,0
222,460.69,Card,Technical Error,1,5,0.07829095113828477,24231.21,1
223,5921.0,Card,Technical Error,1,5,0.49813145511934176,25557.12,1
224,594.24,Card,Insufficient Funds,0,15,0.765343755695917,2021.92,1
225,1859.51,UPI,Network Error,2,19,0.12323589291126125,7346.21,0
226,8856.89,Wallet,Bank Declined,4,3,0.6414374669360187,6098.33,1
227,3178.87,UPI,Technical Error,3,4,0.527855391102307,5392.15,1
228,1014.61,UPI,Insufficient Funds,2,5,0.7259894197343723,4742.0,0
229,1457.82,UPI,Network Error,4,12,0.4353752261662679,7081.62,0
230,5881.68,NetBanking,Bank Declined,4,13,0.693296597220009,733.66,0
231,1436.02,NetBanking,Insufficient Funds,2,23,0.15960867148406388,3206.87,0
232,3701.37,UPI,Network Error,2,12,0.21459427323162883,43601.66,0
233,3119.95,NetBanking,Insufficient Funds,0,9,0.9033340638140044,4742.22,1
234,1553.71,UPI,Network Error,3,16,0.32937507529745635,4214.32,0
235,25436.59,UPI,Expired Card,3,23,0.9855058148365508,7592.92,0
236,5619.06,NetBanking,Expired Card,3,17,0.046204597650093215,8365.94,0
237,393.41,NetBanking,Insufficient Funds,2,6,0.495875814952907,852.0,1
238,3591.96,Card,Technical Error,0,3,0.32498716444635267,9329.98,0
239,1537.96,Card,Bank Declined,1,23,0.9959650370509224,14019.38,0
240,6991.38,NetBanking,Expired Card,0,21,0.99003475636462,14587.99,1
241,1349.49,Card,Technical Error,2,20,0.23524329185293213,3169.85,0
242,2657.83,NetBanking,Insufficient Funds,0,15,0.26725687968213596,37844.81,0
243,4939.34,Card,Bank Declined,2,9,0.7496722187170469,33780.37,1
244,7085.14,Wallet,Bank Declined,4,20,0.8896744313942908,30937.22,1
245,897.58,Wallet,Technical Error,4,19,0.6636969878549185,17815.32,0
246,2133.46,UPI,Bank Declined,1,18,0.8647089550613632,5722.12,1
247,1853.91,NetBanking,Network Error,4,2,0.06329245539572814,8137.94,0
248,1551.02,UPI,Network Error,1,18,0.6405284813965936,33647.86,1
249,17421.39,UPI,Expired Card,3,22,0.7001708891706963,827.85,0
250,4469.28,Card,Expired Card,2,23,0.19031906306471247,3901.31,0
251,844.81,UPI,Bank Declined,3,12,0.7779702093246055,12824.44,0
252,7464.11,Card,Technical Error,3,7,0.9442651697013559,6453.6,1
253,24888.38,NetBanking,Technical Error,1,17,0.8979664922780658,5429.45,1
254,8370.47,UPI,Technical Error,2,18,0.24496741791333898,41196.9,1
255,652.38,UPI,Insufficient Funds,1,17,0.32399263797218614,18685.73,0
256,1836.77,NetBanking,Bank Declined,0,21,0.49961136894624625,21194.81,0
257,10582.02,UPI,Bank Declined,3,18,0.15836118428056967,3742.3,0
258,1468.99,UPI,Bank Declined,2,21,0.9539531631162755,4651.82,1
259,4646.27,UPI,Insufficient Funds,3,3,0.16159662971082756,12098.34,0
260,6468.08,Card,Bank Declined,0,12,0.7614229579903359,12492.26,0
261,1179.76,Card,Network Error,0,11,0.3414281511709286,51530.38,1
262,2808.69,NetBanking,Bank Declined,2,14,0.5737207976965968,11743.47,1
263,116.6,UPI,Network Error,2,14,0.047173824394361574,42570.88,1
264,1070.21,NetBanking,Insufficient Funds,0,9,0.20501185753732387,15532.16,0
265,2315.62,Card,Technical Error,3,21,0.4443912383212123,6443.81,0
266,855.95,UPI,Expired Card,4,18,0.6771912172405029,3724.02,0
267,15251.17,Card,Network Error,3,20,0.7775619262108797,18104.08,1
268,713.27,Card,Technical Error,4,7,0.030140517763302288,5609.99,0
269,1919.76,Card,Insufficient Funds,1,18,0.15249021607878965,7233.62,0
270,3397.31,UPI,Technical Error,2,8,0.7297917386892537,3550.77,0
271,12597.75,UPI,Insufficient Funds,0,6,0.8130554258120163,8133.65,0
272,709.2,UPI,Bank Declined,1,7,0.23657152728578612,14671.22,0
273,9539.19,UPI,Bank Declined,3,8,0.22965304700608058,5406.57,0
274,3011.62,Card,Network Error,4,16,0.08802943947316588,3973.51,0
275,1117.1,UPI,Bank Declined,2,14,0.15029397559700675,8663.83,0
276,4732.0,Card,Network Error,4,15,0.008015891882246162,12934.41,0
277,3637.53,UPI,Bank Declined,3,6,0.5898312397778944,8025.4,0
278,1635.63,UPI,Technical Error,3,9,0.9038913440894318,53793.21,1
279,3196.47,Card,Network Error,0,18,0.14957609953817885,8961.3,0
280,2027.76,UPI,Insufficient Funds,1,5,0.7514436634410435,13584.53,1
281,3339.3,NetBanking,Bank Declined,2,11,0.5736586863224966,19601.19,0
282,5779.84,UPI,Technical Error,0,14,0.9399218926131723,12046.66,1
283,14559.76,UPI,Bank Declined,4,9,0.798122522470258,3080.22,0
284,864.53,NetBanking,Network Error,1,23,0.8527290227591285,3546.67,1
285,25160.57,Card,Network Error,2,17,0.6391421523725668,2685.02,1
286,423.23,UPI,Bank Declined,4,3,0.8113361195358699,2165.23,1
287,2561.16,UPI,Bank Declined,2,10,0.3508695034798609,10648.77,0
288,5368.57,Card,Bank Declined,2,4,0.2090175948372197,28009.82,0
289,3948.11,Wallet,Insufficient Funds,1,12,0.9125199712329644,16613.35,0
290,1599.27,NetBanking,Bank Declined,4,9,0.7343358780724205,16391.76,1
291,2420.86,UPI,Insufficient Funds,0,21,0.0907028969380902,2905.53,1
292,1820.74,Wallet,Bank Declined,0,6,0.8669095277514538,13267.99,1
293,1653.48,UPI,Bank Declined,0,10,0.3489039399784726,13759.2,0
294,6971.61,UPI,Expired Card,2,3,0.29827779054177683,43285.21,1
295,4259.96,NetBanking,Network Error,3,3,0.6233135672863879,11352.3,1
296,1490.83,UPI,Technical Error,1,4,0.5685986361064636,46105.61,1
297,7329.04,UPI,Insufficient Funds,0,8,0.5382567211654883,9179.27,1
298,4053.35,UPI,Insufficient Funds,1,0,0.2548771834020269,12682.69,0
299,6720.13,UPI,Technical Error,2,15,0.9597737512562198,25974.87,1
300,5595.0,Card,Network Error,1,4,0.9501209238295332,10408.58,1
301,1301.15,Card,Insufficient Funds,0,4,0.004162189922499837,1782.18,0
302,1702.44,UPI,Bank Declined,0,6,0.3378276291677085,3002.41,0
303,6293.63,Card,Network Error,2,7,0.04554866406204672,116379.57,1
304,5488.28,NetBanking,Technical Error,2,18,0.8502487663099076,8954.97,1
305,2919.3,NetBanking,Insufficient Funds,4,0,0.8865182382966168,16231.39,0
306,3352.05,UPI,Network Error,2,17,0.5182982836862439,2792.56,0
307,10696.43,Wallet,Technical Error,3,21,0.8396780344607154,11386.0,0
308,1649.83,Card,Expired Card,3,10,0.7033603158537919,30643.79,0
309,5151.78,UPI,Technical Error,0,21,0.49957394292842416,1250.88,1
310,2435.26,UPI,Bank Declined,2,15,0.36381139898902737,9985.89,1
311,2397.83,UPI,Technical Error,3,20,0.2662250253265598,9906.04,0
312,8944.35,Card,Technical Error,3,10,0.25942913742305196,11196.11,0
313,6805.02,UPI,Technical Error,4,20,0.5620643842375914,67292.72,0
314,6724.48,Card,Technical Error,2,8,0.16680882649034567,6233.73,0
315,10998.11,UPI,Expired Card,4,6,0.17479187617295588,5059.34,0
316,3044.23,NetBanking,Insufficient Funds,1,21,0.010393340327031653,6805.29,0
317,5895.55,UPI,Insufficient Funds,4,14,0.6133280595591237,86485.59,0
318,2185.79,NetBanking,Technical Error,1,10,0.9943441856600521,9495.64,1
319,4122.3,NetBanking,Bank Declined,1,22,0.8892193754279236,14454.27,1
320,2617.19,UPI,Insufficient Funds,2,18,0.7056898044271013,816.83,0
321,3284.59,UPI,Bank Declined,1,6,0.785525297766573,9068.07,0
322,5405.42,UPI,Technical Error,1,15,0.416852716263746,6817.27,0
323,1315.25,NetBanking,Insufficient Funds,4,2,0.29807955491606886,8889.36,0
324,24158.4,Card,Network Error,2,15,0.36862828188468355,5872.98,0
325,1090.05,UPI,Insufficient Funds,2,7,0.08142208173004839,2223.95,0
326,885.2,UPI,Insufficient Funds,1,9,0.6337951980296325,6169.96,0
327,9491.11,UPI,Bank Declined,4,8,0.17486502221267386,36642.74,0
328,6579.16,NetBanking,Insufficient Funds,4,2,0.7628782111600385,9171.29,0
329,5564.26,Card,Technical Error,4,6,0.1899764622638127,1344.05,1
330,5587.83,NetBanking,Technical Error,4,7,0.22812402526733655,2503.9,1
331,2944.67,UPI,Technical Error,0,2,0.957305639376168,10730.57,1
332,1215.3,UPI,Insufficient Funds,1,15,0.10539591202372756,2802.46,1
333,3215.71,Wallet,Network Error,1,21,0.49884253924602984,10237.21,1
334,1514.5,UPI,Insufficient Funds,1,13,0.0626865074015972,28286.0,0
335,7903.96,NetBanking,Bank Declined,2,6,0.09039099208220636,12995.98,0
336,2573.3,UPI,Network Error,2,3,0.633500362138427,3037.26,1
337,1305.71,UPI,Technical Error,4,5,0.6307272630585855,9612.77,0
338,2161.62,Card,Insufficient Funds,2,6,0.19312028132415915,17019.35,0
339,4504.95,Wallet,Bank Declined,3,11,0.8724865152583926,3919.05,0
340,1696.42,Wallet,Expired Card,1,6,0.7021869956829774,2752.21,1
341,1310.0,UPI,Bank Declined,1,0,0.3006105828711646,7409.78,0
342,3803.54,UPI,Expired Card,0,17,0.24838655800892817,38189.22,0
343,3808.41,Card,Expired Card,0,10,0.7542852531308287,3026.3,0
344,1795.53,Card,Network Error,3,10,0.7336239241326038,5235.28,1
345,1861.17,Card,Bank Declined,0,16,0.1488319115314377,2463.28,1
346,3759.53,UPI,Technical Error,4,11,0.3491878486702683,3814.97,1
347,700.58,Wallet,Insufficient Funds,4,22,0.21667724665844068,7111.35,0
348,729.63,Card,Bank Declined,1,22,0.29414419608587317,6990.57,0
349,1453.25,NetBanking,Technical Error,4,18,0.28756396249487226,516.57,0
350,2408.0,Card,Bank Declined,0,20,0.976023699963297,6432.22,1
351,4068.0,UPI,Insufficient Funds,3,17,0.7502113731105685,47324.35,1
352,13034.52,Wallet,Network Error,4,20,0.7800520489358751,9343.35,0
353,7028.02,Card,Technical Error,1,23,0.27742316526562116,6344.25,1
354,2540.36,NetBanking,Insufficient Funds,1,12,0.0005270850463684473,4589.67,0
355,2924.81,Wallet,Bank Declined,0,9,0.0581570049219895,3216.97,0
356,1093.86,Card,Insufficient Funds,4,18,0.5529997666567957,9017.32,0
357,2926.28,Card,Bank Declined,0,3,0.28548113889838644,12728.64,0
358,2233.54,UPI,Technical Error,1,23,0.19295460064818837,46109.38,0
359,4116.34,UPI,Technical Error,3,14,0.04964092161631872,3860.1,0
360,1303.45,UPI,Network Error,4,17,0.8758817394297378,29635.45,1
361,5010.78,UPI,Insufficient Funds,3,0,0.6001273470579759,28515.87,0
362,13804.35,UPI,Insufficient Funds,4,18,0.10737321444825731,5406.76,0
363,2673.76,UPI,Insufficient Funds,1,1,0.7664040160965936,3902.95,0
364,4454.69,UPI,Bank Declined,4,9,0.755825591076799,1928.89,1
365,5944.04,UPI,Insufficient Funds,1,17,0.28940364101525584,8372.38,0
366,1995.76,UPI,Bank Declined,2,3,0.1884268915567444,6078.34,0
367,3729.74,UPI,Insufficient Funds,1,21,0.8139818761393762,23662.54,0
368,3018.73,Card,Technical Error,1,9,0.3295647326511356,11533.35,1
369,3286.82,Card,Technical Error,4,20,0.8474280810809569,1116.58,0
