transaction_id,amount,payment_method,failure_reason,retry_count,transaction_hour,previous_success_rate,customer_lifetime_value,recovered,recovery_probability,expected_revenue,recommended_retry_delay,historical_timing_recovery_rate,recommended_action,final_retry_delay_minutes,priority_score
3381,25979.32,Card,Insufficient Funds,0,2,0.884371059017667,2495.3,1,0.6277962268602025,16309.719072393797,1440,0.5732984293193717,WAIT_AND_NOTIFY,,16309.719072393797
9295,21016.43,UPI,Technical Error,0,19,0.7791601404607412,10784.7,1,0.7755203602901526,16298.669365612772,60,0.6748166259168704,RETRY,60.0,16298.669365612772
8727,70106.53,NetBanking,Network Error,2,23,0.4059442229335728,1787.37,0,0.3821213682417216,26789.2031662793,15,0.7391304347826086,DO_NOT_RETRY,,16073.52189976758
1801,19954.12,Card,Network Error,0,11,0.7526657800643747,15158.58,0,0.7967722931217405,15898.889949626384,15,0.7391304347826086,RETRY,15.0,15898.889949626384
2507,56902.49,Wallet,Network Error,1,8,0.1818451303290187,3268.64,0,0.345794126438908,19676.546821748696,15,0.7391304347826086,DO_NOT_RETRY,,15741.237457398958
870,22252.39,Card,Expired Card,0,5,0.898459916663545,17392.54,0,0.7049893754112054,15687.698527506553,360,0.13221153846153846,UPDATE_PAYMENT_METHOD,,15687.698527506553
461,21263.03,Card,Network Error,0,23,0.5949060342622143,8009.04,0,0.7266745990974847,15451.303800847789,15,0.7391304347826086,RETRY,15.0,15451.303800847789
6843,19362.13,Card,Technical Error,0,22,0.7831081604266895,2606.47,1,0.7857665205786556,15214.113521091605,60,0.6748166259168704,RETRY,60.0,15214.113521091605
253,24888.38,NetBanking,Technical Error,1,17,0.8979664922780658,5429.45,1,0.7609185061434247,18938.02892992989,60,0.6748166259168704,RETRY,60.0,15150.423143943912
8448,27162.85,UPI,Technical Error,1,8,0.7576889136157564,22158.37,0,0.6958170440932729,18900.37399614896,60,0.6748166259168704,RETRY,60.0,15120.299196919168
848,34727.95,Card,Network Error,2,8,0.9591050920796886,4196.94,1,0.7248571071958089,25172.80137584069,15,0.7391304347826086,RETRY,15.0,15103.680825504412
6918,38580.53,Card,Technical Error,2,23,0.8433190649535175,42101.43,1,0.6499508654311283,25075.44886229161,60,0.6748166259168704,RETRY,60.0,15045.269317374965
8851,19323.29,UPI,Bank Declined,0,22,0.9849231640718714,18004.92,1,0.7785035063243885,15043.249018722992,360,0.3333333333333333,RETRY_LATER,360.0,15043.249018722992
1639,23447.64,UPI,Insufficient Funds,0,2,0.9220819807687256,9847.48,1,0.6386213900003319,14974.164449027383,1440,0.5732984293193717,WAIT_AND_NOTIFY,,14974.164449027383
375,25672.67,Wallet,Technical Error,0,22,0.4125110320269345,22865.93,1,0.5800168054264383,14890.580040167159,60,0.6748166259168704,RETRY,60.0,14890.580040167159
9630,22928.45,Card,Bank Declined,0,10,0.655773376776939,9368.82,1,0.6468192325792812,14830.56243323242,360,0.3333333333333333,RETRY_LATER,360.0,14830.56243323242
388,19461.06,Card,Bank Declined,0,13,0.8749783198369464,3818.14,1,0.7470834077750902,14539.035023715498,360,0.3333333333333333,RETRY_LATER,360.0,14539.035023715498
5671,36221.75,UPI,Bank Declined,1,8,0.5979594561118253,20962.58,0,0.496978466201145,18001.429758121325,360,0.3333333333333333,DO_NOT_RETRY,,14401.14380649706
7498,24948.18,UPI,Expired Card,0,0,0.6750213743740148,4563.19,0,0.5765225519484211,14383.188400068559,360,0.13221153846153846,UPDATE_PAYMENT_METHOD,,14383.188400068559
7875,50222.6,Wallet,Technical Error,2,16,0.6047910447391338,49340.66,0,0.4735563433243608,23783.230808242042,60,0.6748166259168704,DO_NOT_RETRY,,14269.938484945225
1427,23299.96,Card,Technical Error,1,4,0.7657333750164519,198231.51,1,0.7649818321560394,17824.04608996243,60,0.6748166259168704,RETRY,60.0,14259.236871969944
1496,22161.08,UPI,Insufficient Funds,0,20,0.9478669953281136,10206.77,0,0.6426889455726967,14242.681137952179,1440,0.5732984293193717,WAIT_AND_NOTIFY,,14242.681137952179
9569,25754.11,NetBanking,Insufficient Funds,0,21,0.758913072035747,3808.55,0,0.5515726111588302,14205.26170077174,1440,0.5732984293193717,WAIT_AND_NOTIFY,,14205.26170077174
8262,16620.03,UPI,Technical Error,0,14,0.9796708469272624,6198.38,0,0.8461928863907129,14063.751157600238,60,0.6748166259168704,RETRY,60.0,14063.751157600238
2522,58998.01,Card,Network Error,3,6,0.9233405036867612,11038.47,0,0.5952300901901703,35117.39081334057,15,0.7391304347826086,DO_NOT_RETRY,,14046.956325336228
2483,21862.22,Card,Network Error,0,22,0.407751136989867,13386.17,1,0.6412882795641461,14019.985451252867,15,0.7391304347826086,RETRY,15.0,14019.985451252867
2898,16725.61,UPI,Network Error,0,13,0.8980454876937359,21228.81,1,0.8378254152896846,14013.141144223302,15,0.7391304347826086,RETRY,15.0,14013.141144223302
768,17514.78,Wallet,Network Error,0,20,0.8047923453135554,16062.66,0,0.7864780510164561,13774.990038382004,15,0.7391304347826086,RETRY,15.0,13774.990038382004
7406,15765.88,Card,Technical Error,0,11,0.956120239424638,53689.58,1,0.8572338287390617,13515.045675840598,60,0.6748166259168704,RETRY,60.0,13515.045675840598
8603,39575.88,UPI,Network Error,2,4,0.6717219309875556,3341.7,0,0.5668466861337348,22433.45642882635,15,0.7391304347826086,RETRY,15.0,13460.073857295809
1930,21127.85,Wallet,Technical Error,0,2,0.4915512697574701,3247.88,1,0.6330456904062116,13374.894390048878,60,0.6748166259168704,RETRY,60.0,13374.894390048878
8745,23184.68,Card,Bank Declined,1,16,0.976625667537555,6473.42,1,0.7115484228252809,16497.022487708833,360,0.3333333333333333,RETRY_LATER,360.0,13197.617990167068
5272,39652.49,NetBanking,Bank Declined,2,19,0.8809698887250749,3176.77,1,0.5527670107871894,21918.58836756892,360,0.3333333333333333,DO_NOT_RETRY,,13151.153020541351
5158,55169.94,Card,Technical Error,1,1,0.0274617789542525,4435.34,0,0.29678933728216844,16373.849930496997,60,0.6748166259168704,DO_NOT_RETRY,,13099.0799443976
3687,35781.63,Card,Expired Card,0,15,0.2948893278673509,8003.3,1,0.3658438287423919,13090.488517843633,360,0.13221153846153846,UPDATE_PAYMENT_METHOD,,13090.488517843633
2176,24089.68,Card,Network Error,0,19,0.2176750317589122,7067.65,0,0.539162598624985,12988.254468844327,15,0.7391304347826086,RETRY,15.0,12988.254468844327
9259,47494.71,UPI,Technical Error,1,14,0.1240389971711152,31640.24,0,0.33984534360770463,16140.856039498285,60,0.6748166259168704,DO_NOT_RETRY,,12912.684831598628
6317,30476.13,Card,Technical Error,2,14,0.9488841763117908,2219.33,1,0.703522047158701,21440.629367074704,60,0.6748166259168704,RETRY,60.0,12864.377620244823
9908,30412.51,UPI,Insufficient Funds,1,5,0.8392718109691565,101486.99,1,0.523498814401893,15920.912927985715,1440,0.5732984293193717,WAIT_AND_NOTIFY,,12736.730342388573
2725,21217.62,UPI,Bank Declined,0,17,0.5761399633551028,24339.38,0,0.5954142100279586,12633.272450973414,360,0.3333333333333333,DO_NOT_RETRY,,12633.272450973414
6618,31742.37,Card,Network Error,2,4,0.7636224638532643,65405.32,1,0.659265618696877,20926.653196955187,15,0.7391304347826086,RETRY,15.0,12555.991918173111
379,26630.25,UPI,Bank Declined,1,17,0.7657610241039212,2168.98,0,0.5888096251055535,15680.147518967166,360,0.3333333333333333,DO_NOT_RETRY,,12544.118015173734
1650,39718.15,UPI,Insufficient Funds,1,1,0.6651408768987019,20130.01,0,0.39195537036147093,15567.742193322458,1440,0.5732984293193717,WAIT_AND_NOTIFY,,12454.193754657967
3395,21429.89,UPI,Network Error,1,18,0.780305756282929,6576.31,0,0.7220228079276574,15472.869351380825,15,0.7391304347826086,RETRY,15.0,12378.29548110466
3593,29841.01,UPI,Technical Error,2,12,0.9377772607243146,1672.01,1,0.6874681559932628,20514.744117676513,60,0.6748166259168704,RETRY,60.0,12308.846470605908
625,14664.53,Card,Network Error,0,4,0.8594152267044165,2356.66,1,0.8360191043805949,12259.827236762367,15,0.7391304347826086,RETRY,15.0,12259.827236762367
3374,18164.0,NetBanking,Insufficient Funds,0,9,0.9647870051700124,5971.92,0,0.6749380410333655,12259.574577330051,1440,0.5732984293193717,WAIT_AND_NOTIFY,,12259.574577330051
2956,17109.06,Card,Bank Declined,0,8,0.7517451291482518,56547.8,1,0.7144629322861674,12223.789176259976,360,0.3333333333333333,RETRY_LATER,360.0,12223.789176259976
6730,17746.13,Card,Insufficient Funds,0,8,0.9771914500522992,11522.41,1,0.6835095408029443,12129.649167329355,1440,0.5732984293193717,WAIT_AND_NOTIFY,,12129.649167329355
4128,18010.77,UPI,Bank Declined,0,23,0.7087040031040692,33810.77,1,0.6657661344223583,11990.960720870178,360,0.3333333333333333,RETRY_LATER,360.0,11990.960720870178
2201,18112.33,UPI,Insufficient Funds,0,15,0.9645589706646884,15356.12,0,0.6609715624634895,11971.735059954337,1440,0.5732984293193717,WAIT_AND_NOTIFY,,11971.735059954337
7360,20817.08,UPI,Technical Error,1,22,0.820801855786188,846.39,0,0.7184892134489851,14956.8474355046,60,0.6748166259168704,RETRY,60.0,11965.47794840368
136,14043.77,UPI,Network Error,0,19,0.9535075245907666,11265.75,1,0.8518153538825567,11962.698912395233,15,0.7391304347826086,RETRY,15.0,11962.698912395233
4524,23743.52,Card,Bank Declined,0,20,0.3907178164924648,14935.4,1,0.5027816167899399,11937.805373884275,360,0.3333333333333333,DO_NOT_RETRY,,11937.805373884275
1598,23330.0,UPI,Bank Declined,0,14,0.4084589698143404,26696.04,0,0.5058100501641898,11800.548470330548,360,0.3333333333333333,DO_NOT_RETRY,,11800.548470330548
4048,49744.46,NetBanking,Technical Error,2,13,0.3938027441925013,3777.16,0,0.39070119094366224,19435.219764849367,60,0.6748166259168704,DO_NOT_RETRY,,11661.13185890962
394,18610.08,UPI,Network Error,1,11,0.9075139783630292,15852.23,0,0.7818424275416355,14550.15012394404,15,0.7391304347826086,RETRY,15.0,11640.120099155232
1527,19625.53,UPI,Expired Card,0,0,0.6851894556906661,10291.2,1,0.5916440759928256,11611.328562719478,360,0.13221153846153846,UPDATE_PAYMENT_METHOD,,11611.328562719478
3214,13673.82,Card,Technical Error,0,2,0.9323008324721626,16950.52,1,0.8489910248911176,11608.950455976661,60,0.6748166259168704,RETRY,60.0,11608.950455976661
1380,18508.95,UPI,Network Error,1,17,0.9047845261955824,26183.78,1,0.7807309736557392,14450.510554845394,15,0.7391304347826086,RETRY,15.0,11560.408443876317
5547,22830.98,Card,Insufficient Funds,0,12,0.6515311919226869,9215.47,0,0.5059964439893425,11552.394692791799,1440,0.5732984293193717,WAIT_AND_NOTIFY,,11552.394692791799
4248,26801.77,UPI,Technical Error,0,23,0.0922806475919001,7461.06,1,0.4280139156010289,11471.530522738189,60,0.6748166259168704,DO_NOT_RETRY,,11471.530522738189
1767,26132.7,NetBanking,Bank Declined,0,18,0.2649975052171575,23018.41,1,0.43586957950471983,11390.448960322992,360,0.3333333333333333,DO_NOT_RETRY,,11390.448960322992
9522,21643.72,Card,Network Error,1,15,0.6111711361839096,1401.35,1,0.6569327731933343,14218.469001820034,15,0.7391304347826086,RETRY,15.0,11374.775201456028
3921,19062.98,UPI,Expired Card,0,10,0.6997449148446736,10135.84,0,0.593791681453969,11319.438947723382,360,0.13221153846153846,UPDATE_PAYMENT_METHOD,,11319.438947723382
1559,13262.4,Card,Network Error,0,6,0.9080661604839734,13400.44,1,0.8522379740731812,11302.720907348159,15,0.7391304347826086,RETRY,15.0,11302.720907348159
5494,23924.55,Card,Technical Error,1,5,0.5087384762683055,1780.09,1,0.5868363662107973,14039.79598522853,60,0.6748166259168704,RETRY,60.0,11231.836788182824
7441,17411.98,Card,Bank Declined,0,20,0.6373548566105905,8932.39,1,0.6394127535753086,11133.4420769982,360,0.3333333333333333,RETRY_LATER,360.0,11133.4420769982
8000,23808.02,UPI,Insufficient Funds,0,11,0.609337303052524,9516.99,0,0.4675358880884966,11131.103774328689,1440,0.5732984293193717,WAIT_AND_NOTIFY,,11131.103774328689
3524,15201.76,UPI,Technical Error,0,10,0.6407636334448088,10231.69,0,0.7309586153319106,11111.857440208027,60,0.6748166259168704,RETRY,60.0,11111.857440208027
9776,14579.92,Card,Technical Error,0,8,0.6842499189733756,11559.54,1,0.7620715511568233,11110.942250142392,60,0.6748166259168704,RETRY,60.0,11110.942250142392
1383,25778.81,Card,Insufficient Funds,0,14,0.5199035282940041,7638.55,1,0.4292680762694827,11066.020177216504,1440,0.5732984293193717,WAIT_AND_NOTIFY,,11066.020177216504
2974,21747.98,UPI,Bank Declined,0,20,0.4279653135348606,4049.99,1,0.5071152902631136,11028.73319033639,360,0.3333333333333333,DO_NOT_RETRY,,11028.73319033639
7873,52324.08,Card,Expired Card,1,2,0.2746278324576648,8867.4,0,0.2625960891953407,13740.098778744145,360,0.13221153846153846,UPDATE_PAYMENT_METHOD,,10992.079022995316
9877,19853.26,NetBanking,Network Error,1,6,0.6648903591701906,4492.45,1,0.6907767803195896,13714.171021647693,15,0.7391304347826086,RETRY,15.0,10971.336817318155
5940,27764.09,UPI,Technical Error,0,21,0.0245404971560588,9005.04,0,0.3930532049924041,10912.764558197556,60,0.6748166259168704,DO_NOT_RETRY,,10912.764558197556
7511,17066.31,UPI,Network Error,0,19,0.4143248359835396,5350.03,0,0.6366679665433257,10865.572884098026,15,0.7391304347826086,RETRY,15.0,10865.572884098026
7684,13936.64,UPI,Network Error,0,22,0.7343070605501117,5288.07,1,0.7792845085157244,10860.607652760586,15,0.7391304347826086,RETRY,15.0,10860.607652760586
8308,20163.03,UPI,Technical Error,1,11,0.6769546762873895,31211.73,0,0.6684090540651412,13477.151809387062,60,0.6748166259168704,RETRY,60.0,10781.72144750965
5960,23244.38,UPI,Technical Error,0,4,0.1287311116880948,3652.18,0,0.46352539743619514,10774.360477657947,60,0.6748166259168704,DO_NOT_RETRY,,10774.360477657947
4083,15973.31,NetBanking,Bank Declined,0,22,0.7075825130701915,6315.87,0,0.6735433550522643,10758.716808689884,360,0.3333333333333333,RETRY_LATER,360.0,10758.716808689884
5260,22529.71,UPI,Bank Declined,1,14,0.7635529417182868,4140.61,1,0.5962181771914822,13432.622628852707,360,0.3333333333333333,DO_NOT_RETRY,,10746.098103082166
4622,16751.22,Card,Insufficient Funds,0,13,0.8894007910905827,15658.83,0,0.6410098751980855,10737.697441615675,1440,0.5732984293193717,WAIT_AND_NOTIFY,,10737.697441615675
1625,19405.23,UPI,Network Error,0,18,0.2583130006765927,2310.93,0,0.5520602392909127,10712.8559172952,15,0.7391304347826086,RETRY,15.0,10712.8559172952
3193,29192.05,UPI,Bank Declined,2,3,0.95805576904603,9587.96,1,0.6062031452628983,17696.31252667179,360,0.3333333333333333,RETRY_LATER,360.0,10617.787516003074
3982,15376.79,UPI,Technical Error,0,8,0.5451433877979136,9066.86,0,0.6891166540815183,10596.40207531415,60,0.6748166259168704,RETRY,60.0,10596.40207531415
7261,21668.91,NetBanking,Bank Declined,0,23,0.3623752523846637,15485.09,1,0.48897628485532,10595.583108664292,360,0.3333333333333333,DO_NOT_RETRY,,10595.583108664292
422,17246.09,UPI,Network Error,1,13,0.8719740637979714,6337.45,1,0.7667462476215169,13223.374793642966,15,0.7391304347826086,RETRY,15.0,10578.699834914374
8709,12269.12,UPI,Technical Error,0,3,0.9918543786334574,13211.21,0,0.8576266241769559,10522.323967221973,60,0.6748166259168704,RETRY,60.0,10522.323967221973
2990,33245.57,Wallet,Network Error,1,20,0.2210528084623056,2003.99,1,0.39144596466181947,13013.844219382045,15,0.7391304347826086,DO_NOT_RETRY,,10411.075375505636
2553,19360.02,NetBanking,Expired Card,0,16,0.5729565590990584,1412.95,1,0.5343553953359388,10345.131140811682,360,0.13221153846153846,UPDATE_PAYMENT_METHOD,,10345.131140811682
1510,13062.88,Card,Technical Error,0,8,0.7597489456323179,9510.05,1,0.7913611757984268,10337.456076113753,60,0.6748166259168704,RETRY,60.0,10337.456076113753
7442,48640.36,UPI,Insufficient Funds,2,8,0.8057147105482197,2142.75,0,0.35302627374692397,17171.325044508932,1440,0.5732984293193717,WAIT_AND_NOTIFY,,10302.795026705358
9435,13940.41,UPI,Network Error,0,22,0.6250141993350907,16103.34,0,0.7390209499279923,10302.255040585682,15,0.7391304347826086,RETRY,15.0,10302.255040585682
4945,17122.3,Card,Bank Declined,0,6,0.5463833117520974,4632.22,1,0.6007721175698609,10286.60042866643,360,0.3333333333333333,RETRY_LATER,360.0,10286.60042866643
5771,19701.24,UPI,Bank Declined,1,23,0.8616649693260059,18978.77,1,0.6492102306424394,12790.246564342055,360,0.3333333333333333,RETRY_LATER,360.0,10232.197251473644
8239,15001.01,Card,Insufficient Funds,0,3,0.9633245550195472,6336.39,1,0.6819107524877084,10229.350017175639,1440,0.5732984293193717,WAIT_AND_NOTIFY,,10229.350017175639
6125,13771.2,Card,Network Error,0,8,0.579241563891092,3719.19,1,0.7354495468281652,10128.02279928003,15,0.7391304347826086,RETRY,15.0,10128.02279928003
6863,20606.46,Card,Network Error,0,16,0.1168554557492821,3773.24,0,0.4910651050327368,10119.11344425289,15,0.7391304347826086,DO_NOT_RETRY,,10119.11344425289
1372,16509.78,UPI,Expired Card,0,17,0.7399061554250342,5488.75,1,0.6124003648301782,10110.595295265979,360,0.13221153846153846,UPDATE_PAYMENT_METHOD,,10110.595295265979
6357,25484.48,UPI,Technical Error,1,20,0.3847965404007134,3904.53,0,0.4946611399852619,12606.181928731607,60,0.6748166259168704,DO_NOT_RETRY,,10084.945542985286
2652,13619.85,Card,Network Error,0,19,0.5988736713759897,3532.73,1,0.7383017708710227,10055.559373997698,15,0.7391304347826086,RETRY,15.0,10055.559373997698
6769,15530.68,UPI,Network Error,1,16,0.9625429837941306,27296.56,1,0.8048082103380235,12499.218776132535,15,0.7391304347826086,RETRY,15.0,9999.375020906029
1015,16915.13,NetBanking,Network Error,1,15,0.7627374676970475,4341.45,1,0.7328517837008173,12396.283192031206,15,0.7391304347826086,RETRY,15.0,9917.026553624964
2839,27413.21,Card,Technical Error,1,14,0.2741366111544183,6892.94,0,0.45218724248505554,12395.903837563748,60,0.6748166259168704,DO_NOT_RETRY,,9916.723070050999
5011,14740.02,Card,Bank Declined,0,2,0.6769188527146782,3882.09,0,0.6712067718089122,9893.601240598802,360,0.3333333333333333,RETRY_LATER,360.0,9893.601240598802
7021,23125.89,NetBanking,Network Error,2,9,0.8921463498778597,13792.95,1,0.7121770806455603,16469.728827530354,15,0.7391304347826086,RETRY,15.0,9881.837296518212
7501,16742.3,UPI,Technical Error,1,23,0.8514200372536157,1016.98,1,0.7360379515518535,12322.968196266596,60,0.6748166259168704,RETRY,60.0,9858.374557013278
763,38564.39,UPI,Expired Card,2,4,0.7777227470057301,8613.91,0,0.4248673576057319,16384.75047697691,360,0.13221153846153846,UPDATE_PAYMENT_METHOD,,9830.850286186147
6600,16999.54,Card,Bank Declined,0,14,0.508799422422965,6115.02,0,0.576877056683236,9806.644600168938,360,0.3333333333333333,DO_NOT_RETRY,,9806.644600168938
3932,13739.52,Card,Bank Declined,0,18,0.7694269190471347,16873.04,0,0.7100747420150272,9756.086119410307,360,0.3333333333333333,RETRY_LATER,360.0,9756.086119410307
756,41455.76,Card,Technical Error,2,11,0.3594946492227026,21160.17,0,0.3920270521279548,16251.779386523984,60,0.6748166259168704,DO_NOT_RETRY,,9751.06763191439
3260,12535.69,NetBanking,Bank Declined,0,5,0.906856236116424,6704.9,1,0.7718295281108941,9675.415697244454,360,0.3333333333333333,RETRY_LATER,360.0,9675.415697244454
4378,22972.88,Card,Technical Error,2,16,0.9165950505440658,9312.46,1,0.6995116288402303,16069.79670795115,60,0.6748166259168704,RETRY,60.0,9641.87802477069
8938,28027.08,NetBanking,Expired Card,0,18,0.2319790013607205,5643.1,0,0.34319490791559404,9618.751139742988,360,0.13221153846153846,UPDATE_PAYMENT_METHOD,,9618.751139742988
4179,18277.16,NetBanking,Technical Error,1,1,0.6275315527413199,3193.63,0,0.6578168098348365,12023.02308404088,60,0.6748166259168704,RETRY,60.0,9618.418467232705
5112,37774.2,Card,Insufficient Funds,0,12,0.1357998757596533,75080.37,0,0.25202383401823464,9519.998710971598,1440,0.5732984293193717,WAIT_AND_NOTIFY,,9519.998710971598
8343,39480.95,Card,Technical Error,2,4,0.3708399963224755,6516.27,0,0.40025414171826335,15802.413756471668,60,0.6748166259168704,DO_NOT_RETRY,,9481.448253883
4142,15342.16,UPI,Network Error,1,22,0.8786861543814105,14217.06,1,0.7692007409217352,11801.200839339808,15,0.7391304347826086,RETRY,15.0,9440.960671471847
7476,16819.96,Card,Bank Declined,1,4,0.9186614539059682,9022.09,1,0.7008243058234794,11787.83679097869,360,0.3333333333333333,RETRY_LATER,360.0,9430.269432782952
7871,13722.78,UPI,Network Error,0,18,0.4870856354523244,23904.19,1,0.6826720191298593,9368.157930674852,15,0.7391304347826086,RETRY,15.0,9368.157930674852
863,14009.7,NetBanking,Insufficient Funds,0,8,0.9215329735952424,26161.25,1,0.6666439565410276,9339.481837952835,1440,0.5732984293193717,WAIT_AND_NOTIFY,,9339.481837952835
1013,23748.17,NetBanking,Expired Card,0,20,0.3128108341766382,17512.35,1,0.392285918878654,9316.072690136483,360,0.13221153846153846,UPDATE_PAYMENT_METHOD,,9316.072690136483
997,17992.07,UPI,Network Error,1,9,0.5819136486070244,10715.03,1,0.6403649714927794,11521.49139264609,15,0.7391304347826086,RETRY,15.0,9217.193114116873
7167,19888.31,UPI,Bank Declined,0,17,0.3226957967803069,24336.66,1,0.4622170078966364,9192.715140320754,360,0.3333333333333333,DO_NOT_RETRY,,9192.715140320754
4450,13315.85,UPI,Expired Card,0,12,0.8776770450937744,7423.8,1,0.6876526310410266,9156.679287047655,360,0.13221153846153846,UPDATE_PAYMENT_METHOD,,9156.679287047655
