transaction_id,amount,payment_method,failure_reason,retry_count,transaction_hour,previous_success_rate,customer_lifetime_value,recovered,recommended_delay_minutes,historical_recovery_rate
33,2940.99,UPI,Insufficient Funds,3,16,0.6862788663197142,11111.6,0,1440,0.5732984293193717
34,1035.14,UPI,Technical Error,3,19,0.2994094928674781,131549.56,0,60,0.6748166259168704
35,6785.51,Card,Technical Error,1,10,0.1276905173114432,19510.22,0,60,0.6748166259168704
36,879.33,Card,Expired Card,4,17,0.9176488262358437,8266.92,0,360,0.13221153846153846
37,3673.37,UPI,Technical Error,0,21,0.9565310590158032,18091.88,1,60,0.6748166259168704
38,420.03,NetBanking,Bank Declined,2,2,0.1385758727669722,2819.9,0,360,0.3333333333333333
39,789.83,UPI,Network Error,1,8,0.2302358533098746,5875.06,0,15,0.7391304347826086
40,3629.54,Card,Bank Declined,4,7,0.5921207196064159,6614.89,0,360,0.3333333333333333
41,6238.32,UPI,Insufficient Funds,0,6,0.150507849498474,3955.38,0,1440,0.5732984293193717
42,3538.18,UPI,Insufficient Funds,1,6,0.1585916929036118,47572.64,0,1440,0.5732984293193717
43,2655.4,UPI,Insufficient Funds,0,22,0.3365760417373901,13018.78,1,1440,0.5732984293193717
44,2205.91,UPI,Network Error,0,20,0.9491703328680052,14545.64,0,15,0.7391304347826086
45,679.58,Card,Expired Card,1,7,0.9624421963562684,7301.61,0,360,0.13221153846153846
46,1451.21,Card,Expired Card,1,19,0.84178824982537,2558.5,1,360,0.13221153846153846
47,1880.63,UPI,Insufficient Funds,4,4,0.6957129179290505,7608.08,0,1440,0.5732984293193717
48,8579.43,UPI,Insufficient Funds,1,2,0.7206733658567527,5310.42,1,1440,0.5732984293193717
49,4203.27,UPI,Insufficient Funds,4,18,0.4695728430874009,2933.67,1,1440,0.5732984293193717
50,511.3,Card,Bank Declined,0,1,0.5301546281555489,17317.33,1,360,0.3333333333333333
51,4121.96,Card,Insufficient Funds,1,13,0.6344526600059881,6209.19,1,1440,0.5732984293193717
52,2028.23,UPI,Bank Declined,4,20,0.7312866374945891,1366.14,1,360,0.3333333333333333
53,1514.86,Card,Network Error,4,1,0.0968461725105512,8109.28,1,15,0.7391304347826086
54,5495.45,UPI,Network Error,2,9,0.2248870096795551,8260.93,0,15,0.7391304347826086
55,8358.21,NetBanking,Network Error,4,19,0.9629431913026788,17222.91,1,15,0.7391304347826086
56,7564.94,NetBanking,Bank Declined,4,9,0.3351422654605789,9137.53,0,360,0.3333333333333333
57,1287.92,Card,Technical Error,2,16,0.2684742108082029,4390.49,1,60,0.6748166259168704
58,2188.1,NetBanking,Technical Error,3,1,0.4219113121243232,13331.75,1,60,0.6748166259168704
59,4151.66,NetBanking,Bank Declined,1,0,0.290920750433262,4235.15,1,360,0.3333333333333333
60,7907.33,NetBanking,Insufficient Funds,2,17,0.0911801925518551,16404.71,0,1440,0.5732984293193717
61,1846.09,Card,Bank Declined,4,3,0.2079611319042033,25738.74,0,360,0.3333333333333333
62,2475.85,UPI,Insufficient Funds,4,0,0.6401597975823332,678.67,0,1440,0.5732984293193717
63,986.01,UPI,Bank Declined,1,21,0.2231825570527327,3830.39,0,360,0.3333333333333333
64,901.26,UPI,Insufficient Funds,0,16,0.6476671966948354,12897.01,0,1440,0.5732984293193717
65,6717.87,Card,Bank Declined,2,2,0.10008089490347,8887.0,0,360,0.3333333333333333
66,11570.8,UPI,Insufficient Funds,3,1,0.0418763495924757,29646.79,0,1440,0.5732984293193717
67,2773.85,UPI,Technical Error,1,17,0.8615676826591921,28308.5,1,60,0.6748166259168704
68,8131.76,UPI,Insufficient Funds,1,3,0.760026195541693,20458.22,0,1440,0.5732984293193717
69,4279.69,UPI,Network Error,2,2,0.6660276828463733,1500.19,1,15,0.7391304347826086
70,1563.81,Card,Insufficient Funds,4,11,0.030899232936865,6883.97,0,1440,0.5732984293193717
71,4278.66,NetBanking,Insufficient Funds,4,21,0.2393539351537392,15375.16,0,1440,0.5732984293193717
72,13877.67,Card,Technical Error,3,15,0.8123143271522606,7891.66,1,60,0.6748166259168704
73,2876.05,Card,Network Error,2,10,0.1446676650585445,7142.3,0,15,0.7391304347826086
74,14251.87,Card,Insufficient Funds,1,9,0.8128534398937637,27933.51,0,1440,0.5732984293193717
75,217.08,UPI,Network Error,2,18,0.5842335497091802,11594.86,1,15,0.7391304347826086
76,6781.15,UPI,Network Error,0,9,0.7403683677969792,6295.7,1,15,0.7391304347826086
77,3252.07,NetBanking,Bank Declined,1,20,0.644507078451173,2476.19,1,360,0.3333333333333333
78,2210.54,UPI,Bank Declined,3,2,0.4169895800837545,45271.26,1,360,0.3333333333333333
79,3267.44,UPI,Technical Error,3,23,0.2919773488969244,10965.0,0,60,0.6748166259168704
80,408.48,Card,Insufficient Funds,1,5,0.6727291785908471,5081.97,0,1440,0.5732984293193717
81,2393.06,UPI,Bank Declined,4,13,0.8069128818048943,20564.64,0,360,0.3333333333333333
82,4260.38,UPI,Bank Declined,1,11,0.0447326361618617,1630.31,1,360,0.3333333333333333
83,13067.64,UPI,Technical Error,1,7,0.3799089337238306,46727.35,1,60,0.6748166259168704
84,1775.31,UPI,Expired Card,0,1,0.350729784179863,14928.51,0,360,0.13221153846153846
85,1328.1,UPI,Technical Error,1,8,0.5594708404584525,72716.59,1,60,0.6748166259168704
86,1804.87,UPI,Technical Error,2,13,0.1139250563877997,15260.43,0,60,0.6748166259168704
87,7445.78,Card,Expired Card,2,0,0.9334194101392792,10287.6,1,360,0.13221153846153846
88,4141.24,NetBanking,Network Error,3,2,0.5485102684338226,4427.83,1,15,0.7391304347826086
89,1755.03,UPI,Technical Error,4,19,0.9237528042837788,5227.82,0,60,0.6748166259168704
90,4980.41,NetBanking,Expired Card,3,5,0.8169409234616506,2343.23,0,360,0.13221153846153846
91,3284.85,UPI,Insufficient Funds,0,19,0.1916388623151813,58535.38,0,1440,0.5732984293193717
92,7852.95,UPI,Network Error,1,12,0.1323390122929572,9252.33,0,15,0.7391304347826086
93,1477.26,UPI,Technical Error,3,10,0.8612502400009282,19346.65,1,60,0.6748166259168704
94,2148.1,Card,Expired Card,1,14,0.5361002225842191,22687.08,1,360,0.13221153846153846
95,2014.03,UPI,Technical Error,3,17,0.0197427478978984,6476.51,0,60,0.6748166259168704
96,689.86,Card,Technical Error,1,18,0.9342267484393596,3633.08,1,60,0.6748166259168704
97,4008.29,Card,Expired Card,3,18,0.4730283993930644,3957.8,0,360,0.13221153846153846
98,3870.18,Card,Network Error,2,5,0.3009363017523957,1724.62,0,15,0.7391304347826086
99,2996.24,Card,Insufficient Funds,0,14,0.5165978711706473,2647.11,0,1440,0.5732984293193717
100,2357.63,NetBanking,Insufficient Funds,3,20,0.8229183904341552,13836.99,0,1440,0.5732984293193717
101,723.88,UPI,Network Error,2,13,0.1102927350357904,22540.86,0,15,0.7391304347826086
102,1957.37,UPI,Bank Declined,4,4,0.3589329032375324,8148.43,0,360,0.3333333333333333
103,2116.01,Card,Bank Declined,3,10,0.3188666732455584,20405.64,1,360,0.3333333333333333
104,1336.38,Card,Bank Declined,1,19,0.8396495200281476,20893.2,1,360,0.3333333333333333
105,2536.94,UPI,Expired Card,0,12,0.7784672759772122,5918.45,1,360,0.13221153846153846
106,4465.12,UPI,Bank Declined,2,12,0.4001040345769321,24037.07,0,360,0.3333333333333333
107,19656.94,UPI,Technical Error,2,3,0.6644883096645599,6887.12,1,60,0.6748166259168704
108,3549.56,UPI,Expired Card,0,8,0.3944454822947818,5277.57,0,360,0.13221153846153846
109,3856.64,UPI,Bank Declined,3,22,0.5713138383162337,8832.49,0,360,0.3333333333333333
110,2767.1,NetBanking,Bank Declined,1,12,0.9912152946251191,1979.38,1,360,0.3333333333333333
111,437.57,Card,Technical Error,4,7,0.5355744672355747,7811.37,0,60,0.6748166259168704
112,2902.96,UPI,Technical Error,3,19,0.9885747328305068,805.64,1,60,0.6748166259168704
113,3166.02,Card,Bank Declined,0,10,0.7471991062647436,15920.93,0,360,0.3333333333333333
114,35004.86,NetBanking,Insufficient Funds,3,18,0.1207222902631397,2221.52,0,1440,0.5732984293193717
115,2459.32,UPI,Bank Declined,3,0,0.7959661686003467,8050.76,0,360,0.3333333333333333
116,4030.1,UPI,Insufficient Funds,0,8,0.1612856414698151,35751.81,0,1440,0.5732984293193717
117,2879.26,Card,Bank Declined,0,1,0.5323286083866127,8702.3,1,360,0.3333333333333333
118,926.41,Card,Bank Declined,4,3,0.613245234465619,1219.87,1,360,0.3333333333333333
119,9347.11,UPI,Network Error,0,3,0.8922304552193602,9221.39,1,15,0.7391304347826086
120,6322.9,Wallet,Expired Card,0,0,0.2104242102571147,6275.7,0,360,0.13221153846153846
121,6575.01,UPI,Network Error,0,17,0.8759420723638627,20573.04,1,15,0.7391304347826086
122,1200.64,UPI,Expired Card,2,13,0.9344937759583012,7235.66,0,360,0.13221153846153846
123,12122.21,UPI,Technical Error,0,12,0.0894873512595683,24717.21,0,60,0.6748166259168704
124,733.74,UPI,Technical Error,0,7,0.8852851180120224,12527.21,1,60,0.6748166259168704
125,5360.74,Card,Bank Declined,0,5,0.259180048607747,19435.96,1,360,0.3333333333333333
126,26647.63,Wallet,Bank Declined,4,16,0.0810009493821375,7381.35,0,360,0.3333333333333333
127,1107.06,UPI,Technical Error,3,22,0.9585743559183244,29246.49,0,60,0.6748166259168704
128,1692.06,Wallet,Expired Card,0,10,0.3922034872495908,4857.87,1,360,0.13221153846153846
129,3293.32,NetBanking,Bank Declined,0,14,0.6229835051369697,1296.19,1,360,0.3333333333333333
130,1801.77,UPI,Insufficient Funds,4,6,0.5528731197953152,2709.73,0,1440,0.5732984293193717
131,632.28,Card,Technical Error,3,21,0.2131819246598324,9142.29,1,60,0.6748166259168704
132,3192.51,UPI,Bank Declined,4,7,0.6695657281670652,10622.8,0,360,0.3333333333333333
133,1030.39,Card,Insufficient Funds,1,10,0.0461149890072649,9465.23,0,1440,0.5732984293193717
134,4786.68,UPI,Technical Error,1,20,0.2030949263119933,27411.86,0,60,0.6748166259168704
135,1188.65,Card,Network Error,1,1,0.9446637509339444,9788.96,1,15,0.7391304347826086
136,14043.77,UPI,Network Error,0,19,0.9535075245907666,11265.75,1,15,0.7391304347826086
137,1362.05,NetBanking,Expired Card,4,10,0.4826551918134535,21591.85,0,360,0.13221153846153846
138,2160.16,NetBanking,Network Error,0,13,0.1690717389137785,1515.36,0,15,0.7391304347826086
139,6724.53,UPI,Network Error,1,23,0.4216200610349533,16696.41,0,15,0.7391304347826086
140,870.56,UPI,Bank Declined,3,12,0.8770708332918993,30221.22,0,360,0.3333333333333333
141,3742.32,UPI,Bank Declined,3,7,0.0702740544360414,16607.15,0,360,0.3333333333333333
142,11016.43,Card,Technical Error,4,11,0.1278685771635136,11103.36,1,60,0.6748166259168704
143,597.36,UPI,Bank Declined,3,20,0.8956528458560608,18085.0,0,360,0.3333333333333333
144,3585.43,Card,Insufficient Funds,1,21,0.415383400692745,947.53,0,1440,0.5732984293193717
145,3865.64,UPI,Insufficient Funds,4,8,0.0834586051423762,7117.91,0,1440,0.5732984293193717
146,6514.74,UPI,Bank Declined,4,9,0.1392090771739815,2212.08,0,360,0.3333333333333333
147,865.28,UPI,Bank Declined,1,10,0.8824481779607937,11887.83,1,360,0.3333333333333333
148,795.96,UPI,Network Error,1,10,0.4901033716245117,2968.82,1,15,0.7391304347826086
149,5023.8,Card,Bank Declined,1,15,0.1629943078612444,18955.65,1,360,0.3333333333333333
150,4011.76,Wallet,Insufficient Funds,1,17,0.8940597549281154,5345.28,0,1440,0.5732984293193717
151,3829.51,UPI,Network Error,4,20,0.8452788891787573,2237.08,0,15,0.7391304347826086
152,4215.18,Card,Expired Card,3,8,0.0230233507883039,3151.2,0,360,0.13221153846153846
153,1510.17,UPI,Insufficient Funds,1,2,0.5809901077494719,2179.39,0,1440,0.5732984293193717
154,3760.3,Card,Network Error,2,21,0.2443366503807077,7821.98,0,15,0.7391304347826086
155,3996.09,UPI,Network Error,4,3,0.5331358119805644,15011.44,1,15,0.7391304347826086
156,1459.21,Card,Technical Error,0,19,0.2792683322053306,4251.47,0,60,0.6748166259168704
157,19259.78,NetBanking,Insufficient Funds,3,18,0.315876280891971,1883.89,0,1440,0.5732984293193717
158,4787.83,UPI,Expired Card,4,9,0.6018525324325804,7992.15,1,360,0.13221153846153846
159,905.69,Card,Network Error,1,12,0.5388591777677273,7818.86,1,15,0.7391304347826086
160,5747.69,UPI,Technical Error,2,0,0.3951923977808073,4919.72,0,60,0.6748166259168704
161,1124.75,UPI,Insufficient Funds,0,11,0.1075679718290155,3696.45,0,1440,0.5732984293193717
162,6549.11,UPI,Technical Error,3,10,0.9694238985796158,29135.44,1,60,0.6748166259168704
163,9495.71,UPI,Technical Error,1,23,0.1746055504700512,4480.62,1,60,0.6748166259168704
164,1312.01,UPI,Bank Declined,4,4,0.6331172449563899,1917.74,1,360,0.3333333333333333
165,7811.69,UPI,Bank Declined,4,1,0.0827447627040645,7418.63,0,360,0.3333333333333333
166,4504.27,UPI,Network Error,3,16,0.6883128325456186,13729.78,0,15,0.7391304347826086
167,6782.22,UPI,Insufficient Funds,2,16,0.0948397833839027,12845.54,0,1440,0.5732984293193717
168,19866.56,Card,Technical Error,1,19,0.2295083415059817,1636.95,1,60,0.6748166259168704
169,2332.3,NetBanking,Insufficient Funds,3,14,0.6469851993780379,27388.0,0,1440,0.5732984293193717
170,1402.85,UPI,Insufficient Funds,3,3,0.2829351919443534,10000.58,0,1440,0.5732984293193717
171,1224.74,UPI,Network Error,4,21,0.5328508151479234,14340.35,1,15,0.7391304347826086
172,1318.42,UPI,Insufficient Funds,3,10,0.1245053933374092,114870.6,0,1440,0.5732984293193717
173,2759.76,NetBanking,Expired Card,0,22,0.2024005392662029,17307.38,0,360,0.13221153846153846
174,4192.92,Card,Technical Error,0,0,0.7337759082546165,14357.9,1,60,0.6748166259168704
175,3931.16,UPI,Network Error,1,9,0.0351388602822327,6464.47,0,15,0.7391304347826086
176,6817.06,UPI,Technical Error,3,17,0.1118002098570516,8060.75,1,60,0.6748166259168704
177,3019.97,UPI,Technical Error,4,14,0.2149560186106396,2430.43,1,60,0.6748166259168704
178,12753.16,UPI,Bank Declined,1,18,0.020190559104281,8818.25,0,360,0.3333333333333333
179,2287.79,NetBanking,Technical Error,2,3,0.0953786985061853,41195.61,0,60,0.6748166259168704
180,45259.56,NetBanking,Insufficient Funds,4,5,0.2813914776362298,12411.67,0,1440,0.5732984293193717
181,5572.88,UPI,Bank Declined,2,1,0.0929174515831423,75363.94,0,360,0.3333333333333333
182,1265.02,Card,Network Error,1,12,0.8661194300298664,13763.1,1,15,0.7391304347826086
183,1021.58,UPI,Technical Error,0,1,0.0660737905111549,10722.35,0,60,0.6748166259168704
184,4829.38,UPI,Insufficient Funds,4,12,0.8609836991782395,7058.39,1,1440,0.5732984293193717
185,2384.01,NetBanking,Bank Declined,4,14,0.8228600860602662,58178.76,0,360,0.3333333333333333
186,6087.55,Card,Network Error,1,17,0.1007615945633871,5092.05,0,15,0.7391304347826086
187,4784.98,UPI,Bank Declined,4,10,0.0251913142719114,3916.54,0,360,0.3333333333333333
188,2771.58,UPI,Technical Error,4,4,0.0499920148953139,3355.27,0,60,0.6748166259168704
189,1278.2,NetBanking,Network Error,1,13,0.590378064573757,77802.28,0,15,0.7391304347826086
190,655.34,Card,Insufficient Funds,3,21,0.6703536244885746,9390.17,1,1440,0.5732984293193717
191,1907.38,UPI,Insufficient Funds,1,15,0.6206533912462312,8814.17,0,1440,0.5732984293193717
192,7019.16,UPI,Network Error,4,13,0.541476851991898,13635.79,1,15,0.7391304347826086
193,3692.63,UPI,Bank Declined,1,8,0.174684090629489,6300.98,0,360,0.3333333333333333
194,857.71,Wallet,Insufficient Funds,4,5,0.8409538946352715,3775.66,1,1440,0.5732984293193717
195,3544.6,Card,Bank Declined,2,8,0.3275549363602485,3598.32,0,360,0.3333333333333333
196,4382.25,UPI,Bank Declined,2,4,0.9861781961128854,3478.64,1,360,0.3333333333333333
197,1231.69,Card,Insufficient Funds,0,10,0.3848577978941905,1094.44,1,1440,0.5732984293193717
198,3476.3,Card,Network Error,1,11,0.2630048439743654,8594.1,0,15,0.7391304347826086
199,3159.63,UPI,Technical Error,1,16,0.8942508137817375,1704.9,1,60,0.6748166259168704
200,950.54,UPI,Network Error,2,5,0.5674141631910332,14035.73,0,15,0.7391304347826086
201,4263.25,Card,Technical Error,2,19,0.7218504401747398,18699.23,1,60,0.6748166259168704
202,5222.78,Card,Insufficient Funds,2,5,0.4083987833272448,4435.51,0,1440,0.5732984293193717
203,8804.79,Card,Bank Declined,0,14,0.8869155059435901,11345.95,1,360,0.3333333333333333
204,8550.99,NetBanking,Network Error,0,16,0.9177252129843272,16758.42,1,15,0.7391304347826086
205,751.69,UPI,Network Error,3,21,0.4367689311169147,36485.02,0,15,0.7391304347826086
206,1166.98,UPI,Network Error,1,2,0.2407238353687605,5486.97,1,15,0.7391304347826086
207,4989.22,Wallet,Technical Error,0,18,0.647671384433488,1973.31,1,60,0.6748166259168704
208,4982.99,UPI,Network Error,4,22,0.9545843338205156,3275.89,1,15,0.7391304347826086
209,4989.28,Card,Insufficient Funds,1,1,0.6224464595729413,1538.22,0,1440,0.5732984293193717
210,140467.51,Card,Network Error,3,8,0.9542224384077364,13050.49,0,15,0.7391304347826086
211,5275.83,Card,Technical Error,2,8,0.3438079649726145,323.35,0,60,0.6748166259168704
212,9279.53,UPI,Expired Card,3,6,0.915079070799875,2973.54,0,360,0.13221153846153846
213,7738.8,Card,Network Error,1,15,0.112566832416594,8200.69,0,15,0.7391304347826086
214,5718.1,NetBanking,Network Error,2,5,0.3588344189376822,2757.23,1,15,0.7391304347826086
215,2174.88,Card,Network Error,3,8,0.4944712344905442,3427.97,1,15,0.7391304347826086
216,6367.54,UPI,Technical Error,3,12,0.6531103382522919,18566.88,0,60,0.6748166259168704
217,1376.33,UPI,Expired Card,1,1,0.2941392449487264,2644.25,0,360,0.13221153846153846
218,2352.38,UPI,Technical Error,0,13,0.9242393004337288,5129.27,1,60,0.6748166259168704
219,1834.7,UPI,Network Error,4,4,0.9034962091941598,20511.8,0,15,0.7391304347826086
220,3235.29,UPI,Insufficient Funds,3,10,0.7993366129655624,5582.76,0,1440,0.5732984293193717
221,30171.67,Wallet,Technical Error,4,14,0.1143625249917321,89667.38,0,60,0.6748166259168704
222,460.69,Card,Technical Error,1,5,0.0782909511382847,24231.21,1,60,0.6748166259168704
223,5921.0,Card,Technical Error,1,5,0.4981314551193417,25557.12,1,60,0.6748166259168704
224,594.24,Card,Insufficient Funds,0,15,0.765343755695917,2021.92,1,1440,0.5732984293193717
225,1859.51,UPI,Network Error,2,19,0.1232358929112612,7346.21,0,15,0.7391304347826086
226,8856.89,Wallet,Bank Declined,4,3,0.6414374669360187,6098.33,1,360,0.3333333333333333
227,3178.87,UPI,Technical Error,3,4,0.527855391102307,5392.15,1,60,0.6748166259168704
228,1014.61,UPI,Insufficient Funds,2,5,0.7259894197343723,4742.0,0,1440,0.5732984293193717
229,1457.82,UPI,Network Error,4,12,0.4353752261662679,7081.62,0,15,0.7391304347826086
230,5881.68,NetBanking,Bank Declined,4,13,0.693296597220009,733.66,0,360,0.3333333333333333
231,1436.02,NetBanking,Insufficient Funds,2,23,0.1596086714840638,3206.87,0,1440,0.5732984293193717
232,3701.37,UPI,Network Error,2,12,0.2145942732316288,43601.66,0,15,0.7391304347826086
233,3119.95,NetBanking,Insufficient Funds,0,9,0.9033340638140044,4742.22,1,1440,0.5732984293193717
234,1553.71,UPI,Network Error,3,16,0.3293750752974563,4214.32,0,15,0.7391304347826086
235,25436.59,UPI,Expired Card,3,23,0.9855058148365508,7592.92,0,360,0.13221153846153846
236,5619.06,NetBanking,Expired Card,3,17,0.0462045976500932,8365.94,0,360,0.13221153846153846
237,393.41,NetBanking,Insufficient Funds,2,6,0.495875814952907,852.0,1,1440,0.5732984293193717
238,3591.96,Card,Technical Error,0,3,0.3249871644463526,9329.98,0,60,0.6748166259168704
239,1537.96,Card,Bank Declined,1,23,0.9959650370509224,14019.38,0,360,0.3333333333333333
240,6991.38,NetBanking,Expired Card,0,21,0.99003475636462,14587.99,1,360,0.13221153846153846
241,1349.49,Card,Technical Error,2,20,0.2352432918529321,3169.85,0,60,0.6748166259168704
242,2657.83,NetBanking,Insufficient Funds,0,15,0.2672568796821359,37844.81,0,1440,0.5732984293193717
243,4939.34,Card,Bank Declined,2,9,0.7496722187170469,33780.37,1,360,0.3333333333333333
244,7085.14,Wallet,Bank Declined,4,20,0.8896744313942908,30937.22,1,360,0.3333333333333333
245,897.58,Wallet,Technical Error,4,19,0.6636969878549185,17815.32,0,60,0.6748166259168704
246,2133.46,UPI,Bank Declined,1,18,0.8647089550613632,5722.12,1,360,0.3333333333333333
247,1853.91,NetBanking,Network Error,4,2,0.0632924553957281,8137.94,0,15,0.7391304347826086
248,1551.02,UPI,Network Error,1,18,0.6405284813965936,33647.86,1,15,0.7391304347826086
249,17421.39,UPI,Expired Card,3,22,0.7001708891706963,827.85,0,360,0.13221153846153846
250,4469.28,Card,Expired Card,2,23,0.1903190630647124,3901.31,0,360,0.13221153846153846
251,844.81,UPI,Bank Declined,3,12,0.7779702093246055,12824.44,0,360,0.3333333333333333
252,7464.11,Card,Technical Error,3,7,0.944265169701356,6453.6,1,60,0.6748166259168704
253,24888.38,NetBanking,Technical Error,1,17,0.8979664922780658,5429.45,1,60,0.6748166259168704
254,8370.47,UPI,Technical Error,2,18,0.2449674179133389,41196.9,1,60,0.6748166259168704
255,652.38,UPI,Insufficient Funds,1,17,0.3239926379721861,18685.73,0,1440,0.5732984293193717
256,1836.77,NetBanking,Bank Declined,0,21,0.4996113689462462,21194.81,0,360,0.3333333333333333
257,10582.02,UPI,Bank Declined,3,18,0.1583611842805696,3742.3,0,360,0.3333333333333333
258,1468.99,UPI,Bank Declined,2,21,0.9539531631162756,4651.82,1,360,0.3333333333333333
259,4646.27,UPI,Insufficient Funds,3,3,0.1615966297108275,12098.34,0,1440,0.5732984293193717
260,6468.08,Card,Bank Declined,0,12,0.7614229579903359,12492.26,0,360,0.3333333333333333
261,1179.76,Card,Network Error,0,11,0.3414281511709286,51530.38,1,15,0.7391304347826086
262,2808.69,NetBanking,Bank Declined,2,14,0.5737207976965968,11743.47,1,360,0.3333333333333333
263,116.6,UPI,Network Error,2,14,0.0471738243943615,42570.88,1,15,0.7391304347826086
264,1070.21,NetBanking,Insufficient Funds,0,9,0.2050118575373238,15532.16,0,1440,0.5732984293193717
265,2315.62,Card,Technical Error,3,21,0.4443912383212123,6443.81,0,60,0.6748166259168704
266,855.95,UPI,Expired Card,4,18,0.6771912172405029,3724.02,0,360,0.13221153846153846
267,15251.17,Card,Network Error,3,20,0.7775619262108797,18104.08,1,15,0.7391304347826086
268,713.27,Card,Technical Error,4,7,0.0301405177633022,5609.99,0,60,0.6748166259168704
269,1919.76,Card,Insufficient Funds,1,18,0.1524902160787896,7233.62,0,1440,0.5732984293193717
270,3397.31,UPI,Technical Error,2,8,0.7297917386892537,3550.77,0,60,0.6748166259168704
271,12597.75,UPI,Insufficient Funds,0,6,0.8130554258120163,8133.65,0,1440,0.5732984293193717
272,709.2,UPI,Bank Declined,1,7,0.2365715272857861,14671.22,0,360,0.3333333333333333
273,9539.19,UPI,Bank Declined,3,8,0.2296530470060805,5406.57,0,360,0.3333333333333333
274,3011.62,Card,Network Error,4,16,0.0880294394731658,3973.51,0,15,0.7391304347826086
275,1117.1,UPI,Bank Declined,2,14,0.1502939755970067,8663.83,0,360,0.3333333333333333
276,4732.0,Card,Network Error,4,15,0.0080158918822461,12934.41,0,15,0.7391304347826086
277,3637.53,UPI,Bank Declined,3,6,0.5898312397778944,8025.4,0,360,0.3333333333333333
278,1635.63,UPI,Technical Error,3,9,0.9038913440894318,53793.21,1,60,0.6748166259168704
279,3196.47,Card,Network Error,0,18,0.1495760995381788,8961.3,0,15,0.7391304347826086
280,2027.76,UPI,Insufficient Funds,1,5,0.7514436634410435,13584.53,1,1440,0.5732984293193717
281,3339.3,NetBanking,Bank Declined,2,11,0.5736586863224966,19601.19,0,360,0.3333333333333333
282,5779.84,UPI,Technical Error,0,14,0.9399218926131724,12046.66,1,60,0.6748166259168704
283,14559.76,UPI,Bank Declined,4,9,0.798122522470258,3080.22,0,360,0.3333333333333333
284,864.53,NetBanking,Network Error,1,23,0.8527290227591285,3546.67,1,15,0.7391304347826086
